example_id,conversation_id,customer_inquiry,true_intent,true_escalation_decision,escalation_rationale,ground_truth_brand_reply,is_ambiguous,message_length_chars,turn_count
golden_079,apple_1242859,"@115858 I have the iPhone 7+ Every time I have updated the iOS, it fries my phone.It reads “No Service” No carrier update is available. Help?",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@411562 We understand your concern, and we'd love to help. Let's start with the steps here: https://t.co/5KootZbxj1",False,141,2
golden_080,apple_954192,@AppleSupport It wouldn't work through wifi as Apple told me I'm 6 updates behind so I was sitting today for 8 hours with my phone plugged in to iTunes,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@346407 Are you getting any errors when trying to update in iTunes, or has it stopped completely with no movement?",False,151,2
golden_081,apple_2565687,@727897 @AppleSupport @115858 Get no sound when I receive a message,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@727896 Let's look into this together. How long have you been experiencing no sound when you receive messages? Have there been any changes, such as updating iOS or making changes in the Settings app?",False,67,2
golden_082,apple_301867,@AppleSupport @115858 fix the off-ish issue with Wi-Fi and Bluetooth in the control center. The UI is deceiving.,AUDIO_CONNECTIVITY_BLUETOOTH,ESCALATE,Legal escalation trigger requires human management oversight.,@188020 Could you clarify the issue? Bluetooth and Wi-Fi in the Control Center have changed with iOS 11: https://t.co/JxDWijvIa0,False,112,2
golden_083,apple_1588209,@AppleSupport Can you fix the I️ problem with my keyboard?!? I️ am sounding like a nut out here.,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@596220 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,False,96,2
golden_084,apple_2341888,@AppleSupport my iPhone X front speaker sounds like it’s screaming out its lungs when I’m playing music at full volume (crackling vibration) since the first day. On iOS 11.1.1. Any advise?,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@677403 Well that's no way to listen to your favorite music on a new iPhone. Let's chat over in Direct Message so we can look into this further and see what's going on. https://t.co/GDrqU22YpT,False,188,2
golden_085,apple_2892066,@AppleSupport my phone keeps turning cellular off. Why and how do I fix it?,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@801663 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,False,75,2
golden_086,apple_1130533,"@AppleSupport Not really, it’s completely random. I turned off all sound notifications yesterday and it’s still happening. Just now actually...",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@386432 Thanks for clarifying. What version of iOS is your device on? iOS 11.0.3 was released recently.,False,143,2
golden_087,apple_246527,"@AppleSupport why my iPhone do some weirds “beeps” when someone send me a text? I mean not the normal sound, do two doble beeps!?",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@174554 We'd like to see if we can help. Is the sound you're hearing different from in Settings &gt; Notifications?,False,129,2
golden_088,apple_1339773,"@AppleSupport No dial tone, no sound when the call connects...",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@432502 Was your iPhone still showing that signal was available? And are there any troubleshooting steps you've tried so far?,False,62,2
golden_089,apple_1552864,"This probably a stupid question, but is there a way to turn notifications on for apps but only when connected to wifi? @AppleSupport @115858",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@480466 We're always looking to improve your experience. Let us know what you'd like to see here: https://t.co/eTPVYVFyd8,False,140,2
golden_090,apple_845885,I dumped my phone and reset to factory settings and it still didn’t fix the problem. Notification sounds still not working. Dammit @115858,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@321053 Let's get your Notification sounds working again! Can you let us know a little more about the exact problem you're having?,False,138,2
golden_091,apple_1997894,@117735 @AppleSupport Cellular data suddenly not working on iPhone 8. Not sure if this is a network or software problem. 2 bars/LTE.,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@590740 We can take a look into that and see what's going on. To start, let us know via DM which iOS version your device is on. https://t.co/GDrqU22YpT",False,132,2
golden_092,apple_2220894,"@AppleSupport Just tested using a default alarm sound. Doesn't care about that other, whether or not you max out the volume.",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@381981 Thanks for reaching out. We want to be sure you can use your alarms as expected. Which device are you using?,False,124,2
golden_093,apple_2455343,"@AppleSupport Will homepod be able to be setup as a ""home hub,"" like ipad and apple tv, or will I need one of those other devices to do automation. This sounds like it is: ""And it’s a hub for controlling your smart home accessories."" But I'd like confirmation on interpretation.",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@703367 Great question! We appreciate your interest in using HomePod as your home's hub. We encourage you to stay up-to-date on Apple news about HomePod here: https://t.co/gbIPLOsnZd DM us with any other questions. https://t.co/GDrqU22YpT,False,278,2
golden_094,apple_1285648,"@AppleSupport I’ve cleared out some dust and its still not supported they are @420723 headphones, they have worked before, but not now :-(",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@420722 Thanks for checking that with us. Can you test the headphones on another device? Let us know what happens.,False,138,2
golden_095,apple_2082058,@AppleSupport My custom default ringtone isn’t being played when I receive a call. It is selected in sound settings. Happened since IOS 11.,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@615745 We'd like to help! Send us a DM with the device you are using along with the exact iOS version to continue. https://t.co/GDrqU22YpT,False,139,2
golden_096,apple_2343867,@AppleSupport why is my husbands phone repeatedly showing this when he is connected to WiFi? https://t.co/OExcPYXDrT,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@627616 Hi there. Let's try restarting his device with these steps: https://t.co/OWRDHWSt4h Once the device starts and reconnects to Wi-Fi, try again. If you get this, or another error message, please send us a DM. We'll meet you there to help. https://t.co/GDrqU22YpT",False,116,2
golden_097,apple_701586,"Instantly regretting my @118845 purchase. I'm exactly one month outside of my warranty and my ""worlds greatest headphones"" decided to stop working all together. Fantastic.",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@287483 We want your Beats working for you, and we'll do all we can to help. Let's connect in DM to get started. https://t.co/GDrqU22YpT",False,171,2
golden_098,apple_2689503,@115858 y’all looking at fixing the iPhone’s WiFi switching on by itself every 5mins or nah ?,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@756149 We are here to help whenever possible. Which iPhone and specific iOS version are you using? How are you disabling the Wi-Fi connection?,False,93,2
golden_099,apple_1346200,"Wish I hadn't updated my phone because now it refuses to connect to Bluetooth. Thanks, @115858",AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@433913 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,False,94,2
golden_100,apple_1906549,@AppleSupport iPhone 7 Headphone connection is flawed. It constantly pauses what I am listening to if the chord gets moved very slightly.,AUDIO_CONNECTIVITY_BLUETOOTH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@238832 We want to be sure you can listen to your music without any interruption. We can help! DM us and we'll look into this further. https://t.co/GDrqU22YpT,False,137,2
golden_101,apple_1016894,"@AppleSupport Yes, with all of them. Now 11.0.3, still freezing and having to hard reboot! Very angry and disappointed... i have a 6s. Never repaired.",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@360602 We certainly want your iPhone to function the way you expect it to. DM us &amp; let us know when your iPhone was updated to 11.0.3. https://t.co/GDrqU22YpT,False,150,2
golden_102,apple_2000285,@AppleSupport help my iPhone screen shattered again. 😭,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@463292 We'd like to look at service options for your iPhone. What country are you located in? Let us know in DM. https://t.co/GDrqU22YpT,False,54,2
golden_103,apple_2772627,"@AppleSupport @116333 my new Macbook Pro died and the promised 3-5 day repair time is now well into 10 days, with the store being clueless. Cooool.",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@266323 We'd like to learn more about the trouble you're having with your MacBook Pro and explore our options to assist. Meet us in DM, we'll continue from there. https://t.co/GDrqU22YpT",False,147,2
golden_104,apple_2480189,The fan on my Time capsule seems to have died. Is there any way of getting it repaired @AppleSupport? Don't really want to buy another!,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@708759 We may have some options for you. DM us what country you're located in to get started. https://t.co/GDrqU22YpT,False,135,2
golden_105,apple_1957005,@AppleSupport I have on a screen protector and otter box so I’m pretty sure it’s not water damaged.,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@580725 The device registers your touch, just in a different spot. Does this happen even if you don't touch the screen? Let us know in DM. https://t.co/GDrqU22YpT",False,99,2
golden_106,apple_1796900,@AppleSupport today at the genius bar my technician hit on me and called me hun. this was horrifying and terrifying. do better lol,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@539929 Thanks for reaching out to us. We'd like to hear about your experience. Please DM additional details, we'll meet you there. https://t.co/GDrqU22YpT",False,130,2
golden_107,apple_2957151,"@AppleSupport my Apple Watch Series 2 sometimes has a sticky Digital Crown, making it hard to turn. Would a repair on this be covered by Apple Care?",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@271477 We want you to be able to use all the functions of your watch. Let's look into options in DM. Send us a message with the country you're located in. https://t.co/GDrqU22YpT,False,148,2
golden_108,apple_2863562,So @AppleSupport do you happen to have a exorcist at the Genius Bar by chance? https://t.co/mHeZqSH7rR,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@288928 We'd like to look into this with you. Does the issue continue if you restart the iPad? What is your current iOS version? You can find it at Settings &gt; General &gt; About.,False,102,2
golden_109,apple_2292403,@115858 @AppleSupport what can I do if a support representative over the phone has offered an awesome courtesy solution for a repair but the store itself doesn't allow it? .. can a Canadian ship the product back to Apple? Please help! 😢,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@665724 We want to help you. DM us, and tell us a little bit more about what's going on exactly. We'll see what we can to do to assist you. https://t.co/GDrqU22YpT",False,236,2
golden_110,apple_2619955,@AppleSupport want to send a commendation to the employee who helped me at the genius bar yesterday. How do I do that?,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@740338 We'd be happy to document your commendation regarding your in-store experience. Send us a DM with details and we'll go from there. https://t.co/GDrqU22YpT,False,118,2
golden_111,apple_2448352,Hey @AppleSupport @115858 — two brand new MacBook Pros now dead in the water. I’m being asked to pay for repairs. Is that the best you can do?,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@168585 Thanks for reaching out. We'd like to take a look at some information to assist. Send us a DM using the link below and we'll continue there. https://t.co/GDrqU22YpT,False,142,2
golden_112,apple_1161724,"@AppleSupport taking my computer in store tomorrow for repair, will the Genius Bar need my user password?",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@393316 We'd like to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,False,105,2
golden_113,apple_2237355,@AppleSupport my Apple ID is locked and my phone text messaging isn’t working. #catch22 Should I️ go to a Genius Bar to resolve in person? 😕,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@652429 Let's get you pointed in the right direction to unlock your Apple ID. What's the exact error message you're seeing? DM us more info and we'll go from there. https://t.co/GDrqU22YpT,False,140,2
golden_114,apple_1651958,"If your returned iPhone needs repairs under Apple’s upgrade program, an email sends you to this page: @AppleSupport please fix. https://t.co/eckXXE3KMD",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@504434 We're here for you. Send a Direct Message with more details about the email and we'll look into this further. https://t.co/GDrqU22YpT,False,151,2
golden_115,apple_2439741,@115858 I can’t deal wit this anymore. I’m tired of my phone always cutting of when it’s not even dead. I’m tired of my phone glitching. I’m tired of my speakers not working at moments and I’ve never dropped my phone in water. C’mon now do better or I’ll switch Bc it’s too much.,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@699756 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",False,279,2
golden_116,apple_521336,@AppleSupport Booked a Genius Bar appt in advance. Waited 25 minutes and still no help.,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@240354 That's not the experience we want you to have as a valued Apple customer. DM us the details of your issue and we'll look into this for you: https://t.co/GDrqU2kzhr,False,87,2
golden_117,apple_1809103,. @115858 @AppleSupport Took my phone into the Apple store to get repaired this morning at nine. Picked it up at eleven. Phone died at five.,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@543495 Let’s look into this together. To begin, use the link below to connect with us in DM, and we’ll take it from there. https://t.co/GDrqU22YpT",False,140,2
golden_118,apple_309976,"Getting stuck on this screen for hours: tried resetting NVRAM, booting in safe mode, disk repair,&amp; reinstalling Mac OS #NoJoy @AppleSupport https://t.co/uLDBLO7jCQ",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@190005 We're happy to help. What was your Mac doing leading up to the first appearance of this issue? Do you know which OS is installed?,False,167,2
golden_119,apple_1528737,@AppleSupport I have apple insurance on my sons iphone. Do I need to sign for a repair or could my husband take it to a Genius Bar? Thx,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@474619 We can look into this with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,False,135,2
golden_120,apple_1482972,"@AppleSupport i dropped my iPhone 7 and the glass on the rear camera cracked, how much will it cost to fix it? (Am from mexico btw)",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@464357 We're here to help. DM us the country you're currently located in and we'll take it from there. https://t.co/GDrqU22YpT,False,131,2
golden_121,apple_2621277,"Was looking at @6000 Semi launch video and screen cracked when I left @115858 MacBook alone in the break. Weird. @AppleSupport has anyone ever reported a screen crack this season for MacBook 15"" 2016 without a real physical damage? (possible design flaws?)",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@740653 We'd be happy to look into options to have someone take a look at that Mac. Join us in DM where we can gather the info we'll need in order to do that. https://t.co/GDrqU22YpT,False,256,2
golden_122,apple_1194011,@AppleSupport unable to set Genius Bar appt. please help,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@400558 We can help you get an appointment created. Tell us what's going on in DM. https://t.co/GDrqU2kzhr,False,56,2
golden_123,apple_715654,For the third time in under a year my laptop is defective and needs repairs. Thanks @115858! (Warranty expires in 2 weeks).,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@291241 We'd be happy to see how we can help. Send us a DM, and we'll get started. https://t.co/GDrqU22YpT",False,123,2
golden_124,apple_505056,@115858 I dropped my phone listening to music &amp; the #dongle broke. #WTF??? #disappointed #apple https://t.co/Eig8Z4WO7W,HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,"@235786 We want you to be able to keep enjoying your music. If you need a replacement, we offer them here: https://t.co/fweIy4cQK5",False,123,2
golden_125,apple_1926866,"Dear @115858 I got a MacBook Pro 4 and a half years ago, I’ve only had to get major repairs on it 5 times and don’t worry it died again today",HARDWARE_PHYSICAL_DAMAGE,ESCALATE,Physical hardware damage requires in-person Genius Bar inspection or hardware replacement.,@573443 We know how important it is to have your Mac working for you when trying to study! Meet us in DM and we can take a look together. https://t.co/GDrqU22YpT,False,141,2
golden_126,apple_486244,Please find below receipt of purchase and the screenshot from iTunes Store asking for another £7.99 to purchase same film again. @AppleSupport @118721 Please have my purchase restore immediately https://t.co/eoOpVHUFri,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@230686 We're happy to get you pointed in the right direction. For help with billing and purchases, reach out to our iTunes team here: https://t.co/SDIe7UiyJN",False,218,2
golden_127,apple_629774,"Bought a brand new 32gb iPhone and I click into storage to find 21gb available, I’m going to presume the other 11gb is stuck in the post and will be here shortly yes? @115858",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@269198 Let's check into it together. Did you restore an iCloud or iTunes backup to the new device? Check out this article to help identify what's using your device storage: https://t.co/dREC7Rk0Qk DM if you're unable to identify the usage; we'll be happy to help. https://t.co/GDrqU22YpT,False,174,2
golden_128,apple_431287,@AppleSupport my work uses an app with nfc to access our building. When I use it Apple Pay comes on the screen. How can this be stopped?,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@217052 We'd be happy to look into this with you. Can you provide us which device you're using?,False,136,2
golden_129,apple_407095,@115858 thanks for this most recent useless update.. my phone now has now battery life and charges slow,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@212029 We'd like to help. DM us details and let us know what country you're in. We'll go from there. https://t.co/GDrqU22YpT,False,103,2
golden_130,apple_1990200,My phone mysteriously won't turn on even though it was being charged all night. Now I'm late for work. Thank you @115858 for ruining my day.,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@588990 Having a reliable iPhone is important! Check this out for troubleshooting: https://t.co/8MvHMFZ83h DM us if the issue persists. https://t.co/GDrqU22YpT,False,140,2
golden_131,apple_1443224,"@AppleSupport my beatsx charges, detected in the beats updater on my mac, latest firmware, but doesn’t turn on. Likely due to the poor design of the neckband that weaken the power connector to the headphone. Tried to reset it. What should I do? I’m from Indonesia",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@362824 Let’s get you pointed in the right direction. Our @159983 team will take it from here.,False,263,2
golden_132,apple_1408192,"@AppleSupport hi..I've got the problem with my Macbook Charger, I have MacPro Retina 13', the charger looks like this..how to fix it? Ty😧 https://t.co/IRqqN1fRYR",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@447310 Let's get together in DM to take a closer look at this issue you're having with your MacBook charger. https://t.co/GDrqU22YpT,False,161,2
golden_133,apple_716075,Now my phone won't charge.....i see what y'all did @115858,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@291350 We're here to help with any issues you may be having. Have you tried the steps here: https://t.co/uqxquyfdn0,False,58,2
golden_134,apple_589545,Why my phone charge so damn slow @115858,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@259389 Let's get to work on this for you. How long is it taking to charge? Are you using Apple devices to charge your phone?,False,40,2
golden_135,apple_2385162,@AppleSupport my Apple Music isn’t working and no my subscription hasn’t expired,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@217286 We want to help you get back to your playlist. In what way is it not working? Is it frozen? Does it skip moments? Can you not log in? Let us know.,False,80,2
golden_136,apple_2675038,"@AppleSupport when returning my current phone for the Apple upgrade program, do I need to bring the box and charger as well?",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@375647 For help with the iPhone upgrade program, please contact us here: https://t.co/8yjRd1Xo0i",False,124,2
golden_137,apple_2652588,"@115858 I just wanna kno why THE FUCK MY PHONE WILL BE TOTALLY OKAY WITH A CHARGER AND THEN OUTTA NO WHERE, ALL OF AH SUDDEN, IT DECIDES THAT IT DOESNT FUCKIN SUPPORT IT??????????????????? My next phone will definitely be an android, I’m sick of your shit",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@218127 We want to help. Are you using the Apple branded charger that came with your phone? Let us know in DM to continue, please. https://t.co/GDrqU22YpT",False,255,2
golden_138,apple_1328623,Thank you @115858 and @118721 for cancelling my Hulu subscription without any notice to me. Real nice of you. 👍🏼,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@429971 Our iTunes Support team can best assist with this issue and can be contacted from here: https://t.co/SDIe7UiyJN,False,112,2
golden_139,apple_245358,#ios11 drains the battery really fast!!😰😭 had to charge 2 x a day compared to just 1 before the update @115858 same w/ my husbands ip7 😭,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@174255 Let's help improve this. Check out the suggestions shown here: https://t.co/bivpdfBNJ6 but keep us posted.,False,136,2
golden_140,apple_2300376,@667661 @AppleSupport I bought the album on iTunes Store Friday and now it’s gone from my music and I can’t download it again .. I tried and it just says purchased ...,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@667985 If you go to your purchase history on your device, do you see this purchase there? This link can help: https://t.co/7LU2nj59FH",False,167,2
golden_141,apple_1354538,@AppleSupport I know but which charger should I use? The iphone charger or the ipad charger or ....?,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@435878 There should be a charge cable in the box. Send us a DM if you have any questions, we're here for you. https://t.co/GDrqU22YpT",False,100,2
golden_142,apple_2185275,@115858 @AppleSupport A week ago I bought this charger in the apple store of Georgetown. It’s the second time I used it and the charger plug broke.,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@639992 We're happy to help. Reach us via DM to check your service options. https://t.co/GDrqU22YpT,False,147,2
golden_143,apple_2748431,"A 43 minutes usage of @123765, @4305 and safari causes 42% battery discharge. It is ridiculous!! #iOS11 drains #battery! @115858 @AppleSupport #iphone6 Typing this message even sucks another extra 5%!!",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@769556 Being able to rely on your battery is important so let's see what's going on. What version of iOS 11 are you on? You can double check under Settings &gt; General &gt; About. Let us know in DM. https://t.co/GDrqU22YpT,False,201,2
golden_144,apple_1040180,@AppleSupport Is there a way to buy a extended warranty for a MacBook Pro bought a couple of weeks ago?,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@201226 Happy to help you. See our website here for information on adding Apple Care for your Mac: https://t.co/WQBZR9RZcu,False,103,2
golden_145,apple_2544020,"49 agonising minutes on the phone to @AppleSupport for a replacement for a dud in-warranty charger. Guys, you need to locate your HQ in the middle of a paddy field because it is KNACKERED. #PutItInRice",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@723195 We appreciate your patience on the phone. Were you able to get things resolved? If not, let us know in a DM how we can help, as well as what was happening with your charger. We'll continue there. https://t.co/GDrqU22YpT",False,201,2
golden_146,apple_667804,@AppleSupport I bought a hi-capacity phone to cache content offline when traveling e.g. overcast or kindle books or Netflix offline. But all these apps and content gets backed up in my iTunes backup and eat up previous space on the MBP. Please help! Don’t want these in backup!,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@279182 One great way to keep the backup off the Mac is by using iCloud to backup your content. Here's how: https://t.co/4f8hwT5to6 DM us if you have further questions. https://t.co/GDrqU22YpT,False,277,2
golden_147,apple_1282394,@115858 why did my phone hold charge before the update and not now?? could go days before.. now not even a half day.. on 8% already???,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@420008 We'd like to check into this with you. To get started, could you let us know which iPhone &amp; iOS version you're using?",False,134,2
golden_148,apple_712504,@AppleSupport updated to ios11.1 beta 2 and my battery died last night *while plugged in to the charger* huh?,APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@290394 Let's work together on a solution. DM us with the model iPhone you're using to get started. https://t.co/GDrqU22YpT,False,109,2
golden_149,apple_1851436,"Hey @115858 you should be embarrassed by iOS 11, my IP6s+ is now so slow it's unusable and I have to charge 3x a day! Why should I buy a new1",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@554169 We'd be happy to look into what's going on with your iPhone. To start, DM us which version of iOS 11 you're using. https://t.co/GDrqU2kzhr",False,141,2
golden_150,apple_2117326,"Sooo about this ""this accessory may not be supported"" message I've been getting over the last 2-3 days no matter which charger I use @AppleSupport",APP_STORE_BILLING_SUBSCRIPTIONS,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@624065 We'd like to help. Which device are you having this issue with? Let us know in DM. https://t.co/GDrqU22YpT,False,146,2
golden_151,apple_1765094,@AppleSupport @530924 My phone is stuck like this and i tried turning it off but i cant because i cant touch the screen. I need help https://t.co/gm6ZuKsOF2,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@240825 We're glad to help. If you can't restart normally, let's try a force restart: https://t.co/o7nB3pXfMv Let us know how it goes.",False,156,2
